Order_ID,Order_Date,Product,Category,Sales,Quantity
ORD-01006,2023-02-02,iPhone 15,Camera,134.87,1
ORD-01007,2024-02-15,Nikon Z6,Electronics,1027.18,4
ORD-01008,2023-10-28,Nikon Z6,Camera,2977.33,3
ORD-01009,2023-05-18,Sony WH-1000,Camera,1018.72,1
ORD-01010,2023-04-08,MacBook Pro,Camera,2881.11,3
ORD-01011,2023-11-04,iPad Air,Camera,6009.35,4
ORD-01012,2024-05-24,iPad Air,Electronics,5926.77,4
ORD-01013,2023-02-06,iPhone 15,Accessories,3855.29,3
ORD-01014,2024-10-28,Canon R5,Accessories,117.56,1
ORD-01015,2023-11-09,Dell XPS 13,Accessories,8962.54,5
ORD-01016,2024-12-31,iPad Air,Electronics,4168.44,3
ORD-01017,2024-04-24,Canon R5,Accessories,7166.33,4
ORD-01018,2024-12-15,MacBook Pro,Electronics,6410.87,4
ORD-01019,2023-03-19,MacBook Pro,Camera,5030.6,5
ORD-01020,2024-05-26,Dell XPS 13,Accessories,7052.69,4
ORD-01021,2024-12-11,Canon R5,Accessories,650.72,5
ORD-01022,2024-04-12,Sony WH-1000,Camera,2674.58,3
ORD-01023,2023-12-05,MacBook Pro,Accessories,4004.07,5
ORD-01024,2023-12-04,Galaxy Tab,Electronics,283.56,2
ORD-01025,2023-11-17,MacBook Pro,Accessories,220.85,2
ORD-01026,2023-05-04,Samsung S24,Camera,784.78,1
ORD-01027,2023-04-02,iPhone 15,Camera,7050.65,5
ORD-01028,2024-09-30,MacBook Pro,Accessories,2180.94,2
ORD-01029,2024-02-25,Samsung S24,Camera,4588.47,4
ORD-01030,2023-11-13,Samsung S24,Electronics,5665.94,3
ORD-01031,2024-09-24,Galaxy Tab,Camera,5521.91,4
ORD-01032,2024-01-17,Samsung S24,Camera,1422.62,3
ORD-01033,2023-07-12,Dell XPS 13,Electronics,681.04,3
ORD-01034,2023-06-10,Samsung S24,Accessories,7651.15,4
ORD-01035,2023-04-11,Galaxy Tab,Accessories,3584.18,4
ORD-01036,2024-09-26,Galaxy Tab,Camera,3470.85,3
ORD-01037,2023-10-03,Galaxy Tab,Camera,6017.16,4
ORD-01038,2024-03-17,Canon R5,Accessories,1197.06,5
ORD-01039,2023-03-19,Galaxy Tab,Camera,2140.52,3
ORD-01040,2023-11-08,Canon R5,Accessories,4126.26,5
ORD-01041,2024-03-15,Nikon Z6,Accessories,1540.79,1
ORD-01042,2023-10-26,MacBook Pro,Camera,2603.3,4
ORD-01043,2024-04-15,DJI Mini 4,Electronics,7731.39,5
ORD-01044,2023-02-10,Dell XPS 13,Electronics,1227.36,1
ORD-01045,2024-10-17,Canon R5,Camera,2291.46,2
ORD-01046,2024-01-14,Samsung S24,Camera,2765.07,2
ORD-01047,2023-06-23,DJI Mini 4,Camera,1601.79,1
ORD-01048,2024-05-22,MacBook Pro,Accessories,1426.94,2
ORD-01049,2023-09-05,Galaxy Tab,Electronics,2995.16,2
ORD-01050,2023-05-12,DJI Mini 4,Electronics,5299.16,4
ORD-01051,2023-01-19,Samsung S24,Camera,1158.45,3
ORD-01052,2024-10-22,Canon R5,Camera,1936.24,2
ORD-01053,2024-09-27,Dell XPS 13,Accessories,2651.77,3
ORD-01054,2023-11-10,Sony WH-1000,Camera,7864.9,5
ORD-01055,2023-01-23,Samsung S24,Camera,1901.65,2
ORD-01056,2023-07-16,Galaxy Tab,Electronics,906.47,2
ORD-01057,2023-04-10,iPhone 15,Camera,7946.9,5
ORD-01058,2024-06-05,Samsung S24,Camera,1017.95,4
ORD-01059,2024-05-14,Sony WH-1000,Accessories,1320.86,3
ORD-01060,2024-10-16,Dell XPS 13,Electronics,3059.35,2
ORD-01061,2023-09-02,Samsung S24,Camera,353.42,3
ORD-01062,2023-09-13,iPad Air,Accessories,1136.77,1
ORD-01063,2023-11-25,Galaxy Tab,Electronics,1998.72,1
ORD-01064,2024-01-16,DJI Mini 4,Electronics,5693.07,4
ORD-01065,2023-08-21,Canon R5,Camera,2447.78,3
ORD-01066,2023-01-13,MacBook Pro,Camera,7764.33,4
ORD-01067,2023-07-06,DJI Mini 4,Electronics,4704.93,3
ORD-01068,2023-09-06,Canon R5,Electronics,1553.26,1
ORD-01069,2024-01-18,Samsung S24,Accessories,513.1,2
ORD-01070,2024-08-16,MacBook Pro,Electronics,8422.64,5
ORD-01071,2023-06-30,iPad Air,Accessories,2788.17,2
ORD-01072,2023-06-03,MacBook Pro,Camera,1418.78,2
ORD-01073,2024-06-23,Sony WH-1000,Camera,690.55,3
ORD-01074,2023-05-23,Samsung S24,Accessories,1757.11,3
ORD-01075,2024-04-23,Nikon Z6,Camera,9487.24,5
ORD-01076,2024-06-07,Dell XPS 13,Camera,415.82,1
ORD-01077,2024-06-15,Galaxy Tab,Accessories,1272.36,3
ORD-01078,2023-10-09,Dell XPS 13,Camera,1282.5,1
ORD-01079,2023-10-04,iPhone 15,Electronics,928.35,3
ORD-01080,2023-02-10,Canon R5,Accessories,7081.92,5
ORD-01081,2024-07-28,Galaxy Tab,Camera,4075.54,5
ORD-01082,2023-12-28,Nikon Z6,Camera,3408.66,4
ORD-01083,2023-05-07,Samsung S24,Accessories,4996.45,3
ORD-01084,2023-02-27,Nikon Z6,Electronics,2275.83,2
ORD-01085,2024-02-02,Nikon Z6,Accessories,831.81,1
ORD-01086,2023-09-14,Canon R5,Electronics,269.12,1
ORD-01087,2023-11-24,MacBook Pro,Camera,3243.1,2
ORD-01088,2023-01-13,iPad Air,Accessories,2775.57,2
ORD-01089,2024-11-02,Dell XPS 13,Camera,615.82,1
ORD-01090,2024-12-07,iPhone 15,Camera,880.49,5
ORD-01091,2023-10-15,MacBook Pro,Electronics,3568.09,5
ORD-01092,2023-04-21,iPad Air,Camera,347.63,1
ORD-01093,2023-05-19,Dell XPS 13,Camera,3153.05,2
ORD-01094,2023-02-07,iPhone 15,Electronics,1101.58,4
ORD-01095,2023-08-11,MacBook Pro,Electronics,1902.42,2
ORD-01096,2023-10-25,Galaxy Tab,Camera,755.96,1
ORD-01097,2024-08-03,Samsung S24,Camera,1703.69,5
ORD-01098,2023-02-04,Nikon Z6,Electronics,3840.16,2
ORD-01099,2023-08-05,Galaxy Tab,Accessories,3225.04,2
ORD-01100,2024-12-07,Galaxy Tab,Accessories,6476.47,4
ORD-01101,2023-05-28,DJI Mini 4,Accessories,1623.0,4
ORD-01102,2024-10-27,Nikon Z6,Camera,3557.35,3
ORD-01103,2023-05-21,Canon R5,Electronics,1705.71,1
ORD-01104,2024-06-04,iPhone 15,Camera,861.51,1
ORD-01105,2024-09-09,iPad Air,Accessories,1697.46,1
ORD-01106,2023-12-18,Galaxy Tab,Camera,1021.99,2
ORD-01107,2024-12-29,Dell XPS 13,Camera,1884.75,1
ORD-01108,2024-07-07,Nikon Z6,Accessories,467.58,2
ORD-01109,2023-03-23,MacBook Pro,Electronics,3273.33,5
ORD-01110,2023-11-26,iPad Air,Accessories,2064.03,3
ORD-01111,2023-11-10,Sony WH-1000,Electronics,1180.13,5
ORD-01112,2023-08-10,Dell XPS 13,Electronics,5867.48,4
ORD-01113,2024-09-20,Canon R5,Electronics,3738.28,5
ORD-01114,2023-01-28,Nikon Z6,Electronics,9298.53,5
ORD-01115,2023-08-29,Dell XPS 13,Accessories,1532.03,1
ORD-01116,2023-07-31,iPad Air,Camera,5644.56,3
ORD-01117,2023-08-21,Canon R5,Accessories,1371.41,1
ORD-01118,2023-08-26,Samsung S24,Camera,5835.91,5
ORD-01119,2023-04-22,Dell XPS 13,Camera,5213.81,4
ORD-01120,2023-12-12,iPad Air,Camera,1394.12,3
ORD-01121,2024-06-10,iPad Air,Electronics,2355.42,2
ORD-01122,2023-03-25,Galaxy Tab,Camera,998.31,2
ORD-01123,2024-04-24,DJI Mini 4,Camera,4569.56,3
ORD-01124,2023-06-04,MacBook Pro,Accessories,875.56,1
ORD-01125,2023-06-22,Nikon Z6,Camera,4817.08,3
ORD-01126,2023-09-05,DJI Mini 4,Camera,789.62,1
ORD-01127,2023-08-10,DJI Mini 4,Accessories,1078.04,1
ORD-01128,2023-12-31,Canon R5,Accessories,5136.38,4
ORD-01129,2023-02-27,MacBook Pro,Accessories,7937.53,4
ORD-01130,2023-03-30,Dell XPS 13,Accessories,3397.62,4
ORD-01131,2023-02-18,iPad Air,Camera,8342.85,5
ORD-01132,2024-10-05,iPad Air,Camera,1633.9,2
ORD-01133,2023-05-24,DJI Mini 4,Camera,363.44,3
ORD-01134,2024-10-20,iPhone 15,Electronics,4685.12,5
ORD-01135,2023-12-14,iPhone 15,Electronics,1492.08,3
ORD-01136,2024-11-10,MacBook Pro,Camera,1596.47,3
ORD-01137,2024-04-01,Canon R5,Electronics,3725.32,5
ORD-01138,2023-04-11,MacBook Pro,Electronics,3031.42,2
ORD-01139,2024-05-20,iPad Air,Accessories,2088.95,5
ORD-01140,2024-08-22,iPad Air,Accessories,378.37,1
ORD-01141,2024-07-03,Nikon Z6,Accessories,2786.37,4
ORD-01142,2023-06-21,DJI Mini 4,Electronics,5710.92,4
ORD-01143,2024-05-18,Sony WH-1000,Camera,4439.7,5
ORD-01144,2023-01-16,Sony WH-1000,Electronics,1574.22,1
ORD-01145,2024-07-24,MacBook Pro,Accessories,1531.35,1
ORD-01146,2024-12-01,Galaxy Tab,Camera,970.72,2
ORD-01147,2024-10-09,DJI Mini 4,Electronics,5591.14,5
ORD-01148,2023-10-28,Nikon Z6,Accessories,725.74,4
ORD-01149,2023-12-19,iPhone 15,Accessories,1433.92,4
ORD-01150,2023-01-16,Galaxy Tab,Accessories,5625.23,5
ORD-01151,2023-10-22,Sony WH-1000,Electronics,4228.91,4
ORD-01152,2023-10-23,Sony WH-1000,Accessories,4058.24,4
ORD-01153,2023-10-03,Canon R5,Accessories,2749.91,3
ORD-01154,2023-10-21,Sony WH-1000,Electronics,1444.24,3
ORD-01155,2023-03-16,Canon R5,Camera,852.05,4
ORD-01156,2023-05-20,Nikon Z6,Accessories,5935.79,3
ORD-01157,2023-09-29,Nikon Z6,Electronics,2030.96,4
ORD-01158,2023-09-10,Samsung S24,Accessories,5250.7,5
ORD-01159,2023-12-08,DJI Mini 4,Camera,2205.91,2
ORD-01160,2024-10-23,iPhone 15,Electronics,3349.14,2
ORD-01161,2023-12-09,iPad Air,Electronics,3856.28,2
ORD-01162,2024-03-01,Samsung S24,Camera,714.14,1
ORD-01163,2023-07-17,Sony WH-1000,Camera,1373.19,4
ORD-01164,2023-10-03,Nikon Z6,Camera,7054.21,4
ORD-01165,2023-12-10,iPad Air,Camera,2717.9,4
ORD-01166,2024-11-22,iPhone 15,Camera,2297.37,2
ORD-01167,2023-05-23,DJI Mini 4,Electronics,1668.59,1
ORD-01168,2023-11-29,MacBook Pro,Electronics,545.78,3
ORD-01169,2024-02-17,Sony WH-1000,Accessories,3170.71,2
ORD-01170,2024-01-22,DJI Mini 4,Accessories,7720.64,4
ORD-01171,2023-04-11,DJI Mini 4,Electronics,2481.68,3
ORD-01172,2023-06-24,Sony WH-1000,Camera,3379.91,2
ORD-01173,2023-12-04,Sony WH-1000,Electronics,9490.35,5
ORD-01174,2024-05-06,Sony WH-1000,Accessories,828.01,1
ORD-01175,2024-10-17,Canon R5,Camera,4684.14,4
ORD-01176,2023-03-19,Nikon Z6,Accessories,336.95,3
ORD-01177,2024-01-08,Galaxy Tab,Accessories,3957.88,4
ORD-01178,2024-09-17,iPad Air,Accessories,2862.79,2
ORD-01179,2024-08-16,Sony WH-1000,Accessories,1296.16,2
ORD-01180,2024-06-03,Nikon Z6,Camera,2110.6,2
ORD-01181,2023-09-25,Nikon Z6,Electronics,5321.38,5
ORD-01182,2023-11-18,DJI Mini 4,Camera,993.09,3
ORD-01183,2023-09-14,Sony WH-1000,Electronics,1282.75,4
ORD-01184,2023-07-09,Dell XPS 13,Camera,9132.32,5
ORD-01185,2024-03-30,Galaxy Tab,Electronics,1357.12,1
ORD-01186,2024-02-08,iPad Air,Camera,3240.19,2
ORD-01187,2023-11-25,iPhone 15,Camera,4986.83,5
ORD-01188,2023-04-22,Samsung S24,Camera,8491.69,5
ORD-01189,2024-05-28,Dell XPS 13,Accessories,1658.07,2
ORD-01190,2024-10-22,Samsung S24,Camera,2033.86,2
ORD-01191,2023-03-27,iPad Air,Accessories,7951.04,5
ORD-01192,2023-11-27,Dell XPS 13,Accessories,6055.81,5
ORD-01193,2023-07-15,Dell XPS 13,Camera,2826.23,5
ORD-01194,2023-02-16,Canon R5,Electronics,3686.31,3
ORD-01195,2023-01-10,Canon R5,Camera,564.58,5
ORD-01196,2024-09-18,Sony WH-1000,Accessories,1410.86,5
ORD-01197,2024-08-27,Canon R5,Electronics,9629.73,5
ORD-01198,2023-02-04,Dell XPS 13,Camera,7632.29,4
ORD-01199,2024-10-09,Nikon Z6,Accessories,3237.85,5
ORD-01200,2024-05-14,MacBook Pro,Electronics,2619.1,3
ORD-01201,2024-06-06,DJI Mini 4,Accessories,4909.43,4
ORD-01202,2023-12-18,Galaxy Tab,Electronics,4375.69,4
ORD-01203,2023-05-02,iPhone 15,Accessories,8047.25,5
ORD-01204,2023-07-17,iPhone 15,Electronics,1449.26,2
ORD-01205,2023-01-08,Dell XPS 13,Camera,3982.8,3
ORD-01206,2023-06-29,Samsung S24,Electronics,483.01,2
ORD-01207,2023-07-21,iPad Air,Accessories,5289.26,3
ORD-01208,2023-02-11,Canon R5,Camera,123.21,1
ORD-01209,2024-10-28,iPhone 15,Accessories,1332.55,2
ORD-01210,2023-12-07,Galaxy Tab,Camera,6773.82,4
ORD-01211,2023-07-22,Galaxy Tab,Accessories,3361.12,3
ORD-01212,2023-03-22,iPad Air,Electronics,3427.0,3
ORD-01213,2023-02-04,Galaxy Tab,Camera,2520.44,2
ORD-01214,2023-11-11,iPad Air,Accessories,243.93,1
ORD-01215,2023-01-02,Galaxy Tab,Camera,445.16,3
ORD-01216,2023-05-01,Nikon Z6,Electronics,5125.8,5
ORD-01217,2024-07-16,Sony WH-1000,Electronics,6838.11,5
ORD-01218,2023-01-08,Samsung S24,Electronics,2057.71,3
ORD-01219,2023-08-12,DJI Mini 4,Camera,314.17,1
ORD-01220,2024-01-07,Samsung S24,Accessories,1274.55,1
ORD-01221,2023-06-10,DJI Mini 4,Accessories,7358.67,4
ORD-01222,2023-02-21,MacBook Pro,Accessories,3378.65,2
ORD-01223,2024-11-24,iPhone 15,Camera,2901.4,2
ORD-01224,2024-12-06,DJI Mini 4,Camera,2422.42,4
ORD-01225,2023-06-21,Galaxy Tab,Camera,3087.86,4
ORD-01226,2023-12-29,MacBook Pro,Camera,1966.09,1
ORD-01227,2023-08-01,Galaxy Tab,Accessories,722.12,3
ORD-01228,2023-02-05,Samsung S24,Camera,4264.88,3
ORD-01229,2023-01-01,MacBook Pro,Electronics,1498.92,1
ORD-01230,2023-07-12,iPhone 15,Camera,5452.89,4
ORD-01231,2023-05-15,Nikon Z6,Accessories,1613.97,1
ORD-01232,2023-10-11,Dell XPS 13,Camera,536.6,1
ORD-01233,2024-11-24,Dell XPS 13,Accessories,4202.73,5
ORD-01234,2023-02-24,Nikon Z6,Accessories,4826.8,4
ORD-01235,2023-01-06,iPhone 15,Electronics,704.55,3
ORD-01236,2023-11-06,iPad Air,Accessories,1150.09,2
ORD-01237,2024-11-13,Nikon Z6,Camera,3816.98,2
ORD-01238,2024-01-15,DJI Mini 4,Electronics,1430.83,1
ORD-01239,2023-09-28,Sony WH-1000,Accessories,2435.59,2
ORD-01240,2023-03-30,iPhone 15,Electronics,1875.42,1
ORD-01241,2023-02-22,MacBook Pro,Accessories,2194.38,4
ORD-01242,2024-10-04,Sony WH-1000,Camera,386.97,1
ORD-01243,2023-12-05,Galaxy Tab,Electronics,541.46,3
ORD-01244,2023-05-13,iPhone 15,Camera,129.57,1
ORD-01245,2024-11-29,Dell XPS 13,Camera,6318.68,5
ORD-01246,2024-08-23,Dell XPS 13,Camera,313.31,2
ORD-01247,2024-01-31,DJI Mini 4,Electronics,405.67,1
ORD-01248,2024-03-12,MacBook Pro,Electronics,1674.88,1
ORD-01249,2024-11-08,MacBook Pro,Camera,5239.04,4
ORD-01250,2024-02-29,Sony WH-1000,Electronics,711.55,2
ORD-01251,2024-06-18,iPad Air,Electronics,232.2,2
ORD-01252,2023-05-20,iPhone 15,Electronics,8640.44,5
ORD-01253,2023-07-08,iPhone 15,Accessories,1383.64,1
ORD-01254,2023-12-06,Sony WH-1000,Camera,874.98,4
ORD-01255,2024-07-22,Canon R5,Accessories,825.43,5
ORD-01256,2023-10-27,Canon R5,Camera,3343.33,4
ORD-01257,2024-02-20,iPhone 15,Electronics,6923.1,4
ORD-01258,2023-08-26,MacBook Pro,Camera,8650.6,5
ORD-01259,2024-10-19,iPhone 15,Camera,1169.7,1
ORD-01260,2024-05-12,iPad Air,Accessories,5946.21,4
ORD-01261,2023-07-05,Sony WH-1000,Accessories,2056.53,2
ORD-01262,2023-08-26,iPad Air,Electronics,6071.47,4
ORD-01263,2024-11-21,Sony WH-1000,Electronics,6635.83,5
ORD-01264,2023-12-10,MacBook Pro,Accessories,9017.04,5
ORD-01265,2023-09-23,Sony WH-1000,Camera,2106.96,5
ORD-01266,2024-04-13,MacBook Pro,Camera,9656.91,5
ORD-01267,2024-11-27,Canon R5,Camera,5238.83,5
ORD-01268,2024-07-15,MacBook Pro,Electronics,8725.34,5
ORD-01269,2023-01-01,Nikon Z6,Accessories,9462.18,5
ORD-01270,2024-12-09,Canon R5,Accessories,3452.19,2
ORD-01271,2024-04-23,MacBook Pro,Camera,3232.09,3
ORD-01272,2024-10-29,iPhone 15,Camera,8793.23,5
ORD-01273,2024-04-12,Nikon Z6,Electronics,2823.24,2
ORD-01274,2024-06-07,Canon R5,Camera,1013.73,1
ORD-01275,2024-07-12,Galaxy Tab,Camera,840.57,3
ORD-01276,2023-07-02,DJI Mini 4,Camera,1924.32,4
ORD-01277,2023-10-19,iPad Air,Electronics,662.36,3
ORD-01278,2023-10-17,MacBook Pro,Electronics,3216.87,3
ORD-01279,2023-10-02,Sony WH-1000,Camera,600.06,2
ORD-01280,2023-11-30,iPhone 15,Accessories,3643.13,3
ORD-01281,2023-12-19,Canon R5,Electronics,3325.26,2
ORD-01282,2024-03-24,MacBook Pro,Camera,2600.91,5
ORD-01283,2023-12-31,iPhone 15,Accessories,4585.15,3
ORD-01284,2024-02-17,MacBook Pro,Camera,3295.36,4
ORD-01285,2024-05-08,Sony WH-1000,Electronics,595.38,2
ORD-01286,2024-07-07,MacBook Pro,Accessories,1355.32,1
ORD-01287,2023-09-15,Dell XPS 13,Camera,392.16,2
ORD-01288,2023-02-15,Dell XPS 13,Electronics,1727.63,2
ORD-01289,2023-07-12,Canon R5,Camera,1024.99,5
ORD-01290,2023-02-13,Dell XPS 13,Camera,3848.28,3
ORD-01291,2024-08-11,MacBook Pro,Camera,9926.81,5
ORD-01292,2023-10-31,DJI Mini 4,Electronics,3445.91,4
ORD-01293,2023-10-20,DJI Mini 4,Electronics,6422.07,4
ORD-01294,2023-03-06,DJI Mini 4,Accessories,4317.29,3
ORD-01295,2024-09-18,DJI Mini 4,Accessories,773.06,3
ORD-01296,2023-07-20,DJI Mini 4,Electronics,2557.54,3
ORD-01297,2023-08-28,iPhone 15,Camera,604.2,2
ORD-01298,2024-02-06,Dell XPS 13,Camera,3602.44,2
ORD-01299,2023-10-11,Samsung S24,Electronics,2022.05,3
ORD-01300,2024-09-04,MacBook Pro,Electronics,1773.6,5
ORD-01301,2023-03-15,Dell XPS 13,Accessories,7798.89,5
ORD-01302,2023-08-19,Canon R5,Accessories,5700.89,5
ORD-01303,2024-04-16,iPhone 15,Accessories,1742.63,2
ORD-01304,2023-06-29,Nikon Z6,Camera,2151.19,2
ORD-01305,2024-03-31,Dell XPS 13,Electronics,1407.35,1
ORD-01306,2024-01-04,Galaxy Tab,Accessories,1187.33,1
ORD-01307,2024-08-30,MacBook Pro,Camera,2153.23,4
ORD-01308,2024-05-15,Galaxy Tab,Camera,3399.54,3
ORD-01309,2023-12-24,DJI Mini 4,Electronics,1737.9,1
ORD-01310,2024-12-25,Nikon Z6,Electronics,1149.88,2
ORD-01311,2024-06-05,iPhone 15,Electronics,9246.59,5
ORD-01312,2024-12-02,MacBook Pro,Camera,5873.94,4
ORD-01313,2023-11-29,Canon R5,Accessories,2031.85,2
ORD-01314,2023-07-07,MacBook Pro,Camera,246.68,1
ORD-01315,2023-11-30,iPhone 15,Accessories,3259.85,2
ORD-01316,2023-12-20,Sony WH-1000,Accessories,3636.05,3
ORD-01317,2023-05-07,Dell XPS 13,Accessories,3139.69,2
ORD-01318,2023-09-06,iPhone 15,Camera,3812.74,3
ORD-01319,2023-09-06,MacBook Pro,Camera,1303.34,3
ORD-01320,2023-04-27,MacBook Pro,Accessories,1829.8,3
ORD-01321,2024-05-12,iPad Air,Accessories,3212.32,5
ORD-01322,2024-02-11,Nikon Z6,Camera,1397.06,1
ORD-01323,2023-04-29,MacBook Pro,Accessories,1317.34,1
ORD-01324,2023-04-15,iPhone 15,Camera,1655.4,1
ORD-01325,2024-11-14,DJI Mini 4,Accessories,6808.03,5
ORD-01326,2024-12-10,MacBook Pro,Electronics,3737.8,4
ORD-01327,2023-09-29,iPad Air,Camera,465.85,2
ORD-01328,2023-01-24,iPhone 15,Camera,2496.61,2
ORD-01329,2023-09-04,Sony WH-1000,Camera,291.86,1
ORD-01330,2023-08-23,iPad Air,Accessories,4150.57,4
ORD-01331,2023-04-18,Galaxy Tab,Accessories,3718.94,3
ORD-01332,2023-10-22,Samsung S24,Accessories,4268.89,3
ORD-01333,2024-05-22,Samsung S24,Accessories,611.12,4
ORD-01334,2023-04-28,iPhone 15,Accessories,449.48,2
ORD-01335,2024-10-17,Dell XPS 13,Camera,1667.23,1
ORD-01336,2023-12-28,Sony WH-1000,Accessories,9346.81,5
ORD-01337,2023-09-23,Canon R5,Camera,4742.65,4
ORD-01338,2023-09-10,MacBook Pro,Camera,7752.62,5
ORD-01339,2023-08-01,iPad Air,Electronics,1039.79,4
ORD-01340,2023-05-14,Sony WH-1000,Accessories,1391.89,1
ORD-01341,2024-08-20,Galaxy Tab,Accessories,5126.14,3
ORD-01342,2023-06-28,Nikon Z6,Accessories,436.53,1
ORD-01343,2024-11-26,Nikon Z6,Accessories,1484.34,4
ORD-01344,2023-02-19,iPhone 15,Accessories,5954.07,3
ORD-01345,2023-03-14,Sony WH-1000,Electronics,4545.08,4
ORD-01346,2024-12-14,iPhone 15,Accessories,1747.38,1
ORD-01347,2023-04-16,Nikon Z6,Electronics,7221.27,5
ORD-01348,2024-03-25,DJI Mini 4,Electronics,2120.25,4
ORD-01349,2024-05-26,Nikon Z6,Electronics,1353.06,1
ORD-01350,2023-09-10,Dell XPS 13,Accessories,4386.39,3
ORD-01351,2023-12-01,Sony WH-1000,Accessories,724.94,1
ORD-01352,2023-01-30,DJI Mini 4,Accessories,1575.61,1
ORD-01353,2024-02-27,Samsung S24,Accessories,1613.48,2
ORD-01354,2024-04-24,Sony WH-1000,Electronics,1089.75,1
ORD-01355,2024-06-05,Nikon Z6,Electronics,6217.59,4
ORD-01356,2024-08-07,Galaxy Tab,Electronics,1918.86,2
ORD-01357,2024-01-08,Dell XPS 13,Camera,1206.4,1
ORD-01358,2023-04-23,MacBook Pro,Electronics,3637.08,4
ORD-01359,2023-02-12,DJI Mini 4,Accessories,1461.82,3
ORD-01360,2024-03-16,DJI Mini 4,Camera,8608.54,5
ORD-01361,2023-03-12,Canon R5,Accessories,979.85,5
ORD-01362,2023-03-17,iPhone 15,Accessories,741.58,4
ORD-01363,2023-05-25,Sony WH-1000,Accessories,528.38,5
ORD-01364,2023-06-23,Samsung S24,Accessories,3806.44,4
ORD-01365,2023-03-18,Nikon Z6,Accessories,7543.4,4
ORD-01366,2023-12-14,Nikon Z6,Camera,639.68,1
ORD-01367,2024-11-16,Canon R5,Accessories,776.14,1
ORD-01368,2024-02-15,iPhone 15,Electronics,2058.85,3
ORD-01369,2023-04-14,MacBook Pro,Electronics,412.27,4
ORD-01370,2024-07-26,Canon R5,Camera,4642.16,3
ORD-01371,2024-01-01,Galaxy Tab,Electronics,214.55,1
ORD-01372,2024-07-27,Canon R5,Camera,2072.29,3
ORD-01373,2023-11-13,Dell XPS 13,Electronics,9431.55,5
ORD-01374,2023-11-21,Galaxy Tab,Camera,241.89,2
ORD-01375,2023-11-22,Canon R5,Electronics,4749.93,4
ORD-01376,2023-10-04,Nikon Z6,Electronics,2874.81,2
ORD-01377,2024-04-14,Galaxy Tab,Accessories,6575.45,4
ORD-01378,2024-07-19,Nikon Z6,Camera,808.19,1
ORD-01379,2024-03-17,Sony WH-1000,Accessories,679.08,2
ORD-01380,2023-09-09,Sony WH-1000,Electronics,2213.71,3
ORD-01381,2023-11-01,Nikon Z6,Accessories,6293.94,5
ORD-01382,2023-11-15,Nikon Z6,Accessories,5168.65,3
ORD-01383,2023-04-05,Sony WH-1000,Electronics,4247.06,3
ORD-01384,2023-08-20,iPad Air,Electronics,1294.7,1
ORD-01385,2024-10-03,Samsung S24,Accessories,8301.25,5
ORD-01386,2024-12-29,Dell XPS 13,Accessories,1579.82,4
ORD-01387,2024-02-03,Sony WH-1000,Accessories,4650.6,4
ORD-01388,2023-09-01,Sony WH-1000,Camera,1874.88,1
ORD-01389,2023-05-18,Samsung S24,Accessories,5795.22,4
ORD-01390,2023-06-15,DJI Mini 4,Electronics,1950.06,5
ORD-01391,2023-10-21,DJI Mini 4,Accessories,673.32,2
ORD-01392,2023-02-17,Galaxy Tab,Electronics,4837.4,3
ORD-01393,2023-06-21,MacBook Pro,Camera,420.39,1
ORD-01394,2024-12-19,iPhone 15,Electronics,1057.28,1
ORD-01395,2023-02-02,Dell XPS 13,Camera,731.2,2
ORD-01396,2023-02-11,DJI Mini 4,Camera,5681.53,4
ORD-01397,2024-06-28,DJI Mini 4,Accessories,3099.35,3
ORD-01398,2024-12-30,Sony WH-1000,Camera,3646.9,2
ORD-01399,2024-02-28,Dell XPS 13,Accessories,3546.42,2
ORD-01400,2023-07-26,DJI Mini 4,Accessories,184.92,1
ORD-01401,2023-05-27,Samsung S24,Electronics,4460.38,5
ORD-01402,2023-01-07,iPad Air,Accessories,5650.61,3
ORD-01403,2023-09-04,iPad Air,Accessories,3189.02,5
ORD-01404,2023-02-04,MacBook Pro,Electronics,1214.13,1
ORD-01405,2023-06-08,MacBook Pro,Camera,6118.68,4
ORD-01406,2024-09-19,MacBook Pro,Camera,3995.68,4
ORD-01407,2023-07-07,Sony WH-1000,Camera,391.39,1
ORD-01408,2023-08-09,DJI Mini 4,Electronics,885.45,1
ORD-01409,2023-01-11,Nikon Z6,Camera,2522.62,5
ORD-01410,2024-04-13,Sony WH-1000,Accessories,2448.55,2
ORD-01411,2024-03-01,Canon R5,Electronics,4580.12,5
ORD-01412,2023-10-24,DJI Mini 4,Electronics,2369.34,2
ORD-01413,2024-10-18,iPhone 15,Accessories,5462.42,5
ORD-01414,2024-08-24,Sony WH-1000,Accessories,3372.83,4
ORD-01415,2023-04-19,iPad Air,Electronics,1197.06,2
ORD-01416,2023-03-19,MacBook Pro,Accessories,3173.85,3
ORD-01417,2023-06-29,Nikon Z6,Accessories,7382.55,4
ORD-01418,2024-10-18,iPhone 15,Accessories,743.81,4
ORD-01419,2024-10-29,iPhone 15,Electronics,9026.7,5
ORD-01420,2023-09-16,Sony WH-1000,Camera,7347.39,5
ORD-01421,2024-09-17,Nikon Z6,Electronics,1388.43,1
ORD-01422,2023-12-08,Canon R5,Camera,9275.47,5
ORD-01423,2024-03-18,DJI Mini 4,Electronics,587.69,3
ORD-01424,2023-01-27,iPad Air,Accessories,5009.31,3
